movieId,title,genres,imdbId,tmdbId,original_title,overview,poster_path,backdrop_path
532,Serial Mom (1994),Comedy|Crime|Horror,tt0111127,11592,Serial Mom,"Beverly is the perfect happy homemaker, along with her doting husband and two children, but this nuclear family just might explode when her fascination with serial killers collides with her ever-so-proper code of ethics.",/svjDGRzT5IsR1odhBOPPBLSF4sm.jpg,NA
533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,tt0111143,8850,The Shadow,"Based on the 1930's comic strip, puts the hero up against his arch enemy, Shiwan Khan, who plans to take over the world by holding a city to ransom using an atom bomb. Using his powers of invisibility and ""The power to cloud men's minds"", the Shadow comes blazing to the city's rescue with explosive results.",/xAbFJH3vQYZvUyzzGAtG4OLy492.jpg,/ntIfzZNGz2aHRumYM7P8vqLJv6W.jpg
534,Shadowlands (1993),Drama|Romance,tt0108101,10445,Shadowlands,"C.S. Lewis, a world-renowned writer and professor, leads a passionless life until he meets spirited poet Joy Gresham.",/5jTWY1M2O4Zhid4rLOpftzazRGn.jpg,NA
535,Short Cuts (1993),Drama,tt0108122,695,Short Cuts,"Many loosely connected characters cross paths in this film, based on the stories of Raymond Carver. Waitress Doreen Piggot accidentally runs into a boy with her car. Soon after walking away, the child lapses into a coma. While at the hospital, the boy's grandfather tells his son, Howard, about his past affairs. Meanwhile, a baker starts harassing the family when they fail to pick up the boy's birthday cake.",/nAEBc3g9bHAcF9whKFMfIxHxVwn.jpg,NA
536,"Simple Twist of Fate, A (1994)",Drama,tt0111194,43535,A Simple Twist of Fate,"When Michael McCann is thrown over by the woman he loves, he becomes something of a misanthrope and a miser, spending all of his spare money on collectible gold coins. Living in the same town is an affluent family with two sons: John and Tanny. Tanny's a wild boy, whom John cannot control, and one night he breaks into McCann's house, and steals the gold and disappears, which nearly confirms McCann's distrust of mankind. But then, a mysterious young woman dies in the snow outside McCann's house, and her small daughter makes her way to McCann's house and into McCann's life and heart.",/2Jorj80Y4EVEAPDRVVdDXKSVUTw.jpg,NA
537,Sirens (1994),Drama,tt0111201,12519,Sirens,"In 1930s Australia, Anglican clergyman Anthony Campion and his prim wife, Estella, are asked to visit noted painter Norman Lindsay, whose planned contribution to an international art exhibit is considered blasphemous. While Campion and Lindsay debate, Estella finds herself drawn to the three beautiful models sitting for the painter's current work, freethinking Sheela, sensual Pru and virginal Giddy.",/bOUDHgOlxANs1KsYZEsLSjZBTkd.jpg,NA
538,Six Degrees of Separation (1993),Drama,tt0108149,23210,Six Degrees of Separation,"The story of a young, gay, black, con artist who, posing as the son of Sidney Poitier, cunningly maneuvers his way into the lives of a white, upper-class New York family.",/oH0bl69uZZA6dAclgFRkm1Vwcry.jpg,NA
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,tt0108160,858,Sleepless in Seattle,"After the death of his mother, a young boy calls a radio station in an attempt to set his father up on a date. Talking about his father’s loneliness soon leads to a meeting with a young female journalist, who has flown to Seattle to write a story about the boy and his father.",/iLWsLVrfkFvOXOG9PbUAYg7AK3E.jpg,NA
540,Sliver (1993),Thriller,tt0108162,867,Sliver,A woman moves into an apartment in Manhattan and learns that the previous tenant's life ended mysteriously after they fell from the balcony.,/g7PC2e2KqDkIfOoJx9iXJJez99d.jpg,NA
541,Blade Runner (1982),Action|Sci-Fi|Thriller,tt0083658,78,Blade Runner,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",/63N9uy8nd9j7Eog2axPQ8lbr3Wj.jpg,/bSHZIvLoPBWyGLeiAudN1mXdvQX.jpg
542,Son in Law (1993),Comedy|Drama|Romance,tt0108186,13203,Son in Law,"Country girl Rebecca has spent most of her life on a farm in South Dakota, and, when she goes away to college in Los Angeles, Rebecca immediately feels out of place in the daunting urban setting. She is befriended by a savvy party animal named Crawl, who convinces the ambivalent Rebecca to stay in the city. When Thanksgiving break rolls around, Rebecca, no longer an innocent farm girl, invites Crawl back to South Dakota, where he pretends to be her fiancé.",/A1PzB78kLgJRhslXumMTFjsIUcV.jpg,NA
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,tt0108174,10442,So I Married an Axe Murderer,"Just after a bad breakup, Charlie MacKenzie falls for lovely butcher Harriet Michaels and introduces her to his parents. But, as voracious consumers of sensational tabloids, his parents soon come to suspect that Harriet is actually a notorious serial killer -- ""Mrs. X"" -- wanted in connection with a string of bizarre honeymoon killings. Thinking his parents foolish, Charlie proposes to Harriet. But while on his honeymoon with her, he begins to fear they were right.",/wMr6ZjfOnCHOA9Qm3jvo0e7nzfx.jpg,NA
544,Striking Distance (1993),Action|Crime,tt0108238,11074,Striking Distance,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop, and goes on the record with his allegations. Demoted to water-way duty Tom, along with new partner Jo Christman, navigate the three rivers looking for clues and discovering bodies. This time the victims are women Tom knows, he must find the killer to prove his innocence.",/Am7iQWLSIDFbUB1o1xtvrbFxV1X.jpg,NA
546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,tt0108255,9607,Super Mario Bros.,"Mario and Luigi, plumbers from Brooklyn, find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They're the only hope to save our universe from invasion by the dino dictator, Koopa.",/yt5bbMfKpg1nRr4k5edxs7tPK2m.jpg,NA
547,Surviving the Game (1994),Action|Adventure|Thriller,tt0111323,17585,Surviving the Game,"A homeless man is hired as a survival guide for a group of wealthy businessmen on a hunting trip in the mountains, unaware that they are killers who hunt humans for sport, and that he is their new prey.",/wRtpJFGney5gqHmMb3JjT5WN3FH.jpg,NA
548,Terminal Velocity (1994),Action|Mystery|Thriller,tt0111400,9057,Terminal Velocity,A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.,/jmxE6kKhXaqD2ZKJQO8FYDaLgQ5.jpg,NA
549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical,tt0108328,20967,Thirty Two Short Films About Glenn Gould,"A collection of vignettes highlighting different aspects of the life, work, and character of the acclaimed Canadian classical pianist.",/gIvypJ6N8aUN9DoeRY1siPDF9AW.jpg,NA
550,Threesome (1994),Comedy|Romance,tt0111418,10635,Threesome,"At a sizable public college, high-minded student Eddy is forced to room with the slovenly Stuart, but the pair strike up a surprising friendship. When attractive co-ed Alex is assigned to live with the two male students because of her gender-neutral name, a roundabout love triangle ensues. Eddy secretly yearns for Stuart, who wants Alex, but she prefers Eddy. The complex situation leads to sexual experimentation and strained relationships.",/gHXXhuGJKUjq5Pl9RNgfQbqLIxw.jpg,NA
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,tt0107688,9479,The Nightmare Before Christmas,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg,NA
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,tt0108333,10057,The Three Musketeers,"D'Artagnan travels to Paris hoping to become a musketeer, one of the French king's elite bodyguards, only to discover that the corps has been disbanded by conniving Cardinal Richelieu, who secretly hopes to usurp the throne. Fortunately, Athos, Porthos and Aramis have refused to lay down their weapons and continue to protect their king. D'Artagnan joins with the rogues to expose Richelieu's plot against the crown.",/mk8UH7JRmK8adcqJJpB1ygP7B1C.jpg,NA
553,Tombstone (1993),Action|Drama|Western,tt0108358,11969,Tombstone,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",/f6Lb4bpUW2AJW42Hpnix2533RKU.jpg,NA
555,True Romance (1993),Crime|Thriller,tt0108399,319,True Romance,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",/39lXk6ud6KiJgGbbWI2PUKS7y2.jpg,NA
556,"War Room, The (1993)",Documentary,tt0108515,26408,The War Room,"A behind-the-scenes documentary about the Clinton for President campaign, focusing on the adventures of spin doctors James Carville and George Stephanopoulos.",/prfxsyG4SnlnqqulavCJ4RksFUA.jpg,NA
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy,tt0110763,15139,The Pagemaster,"Rich knows a lot about accidents. So much so, he is scared to do anything that might endanger him, like riding his bike, or climbing into his treehouse. While in an old library, he is mystically transported into the unknown world of books, and he has to try and get home again.",/etctWkYFfP7voGM3rd7uqxQJavY.jpg,NA
562,Welcome to the Dollhouse (1995),Comedy|Drama,tt0114906,11446,Welcome to the Dollhouse,An unattractive 7th grader struggles to cope with suburban life as the middle child with inattentive parents and bullies at school.,/jWP9OUb8Xl3PQ9qxpXFkreFMqEH.jpg,NA
563,Germinal (1993),Drama|Romance,tt0107002,51980,Germinal,"It's mid 19th century, north of France. The story of a coal miner's town. They are exploited by the mine's owner. One day the decide to go on strike, and then the authorities repress them.",/cizv23RUxcpTrQt4kcOz7Sv6YJl.jpg,NA
564,Chasers (1994),Comedy,tt0109403,24405,Chasers,"Military men Rock Reilly and Eddie Devane are tasked with taking a prisoner, blonde bombshell Toni Johnson, on what becomes an unforgettable road trip. Toni, an enlistee who's in trouble for deserting her unit, soon proves that she's craftier than most inmates.",/mEG6fTyTjsA1vzTTqCXsiJzjdQ5.jpg,NA
567,Kika (1993),Comedy|Drama,tt0107315,8223,Kika,"When American author Nicholas brings in a cosmetologist named Kika to prepare the corpse of his recently deceased son, she inadvertently revives the young man, then falls in love with him. Forces conspire against the couple, though, as Nicholas wants Kika for himself.",/jUEBKaMqcvrz0HHF8Cei8asjRWr.jpg,NA
568,Bhaji on the Beach (1993),Comedy|Drama,tt0106408,14587,Bhaji on the Beach,A group of South Asian women try but cannot escape their problems on a day trip to a British beach resort.,/3J5XZgf0NsvTumKMXMqPz5dNhfY.jpg,NA
569,Little Big League (1994),Comedy|Drama,tt0110363,31504,Little Big League,"When the owner of the Minnesota Twins passes away, he bequeaths the team to his preteen grandson. The newly minted head honcho quickly appoints himself manager, causing unrest in an organization that struggles to take orders from a 12-year-old.",/dyZ6Agvh2yAFe91J8pJroAPCZgh.jpg,NA
573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama,tt0107225,23637,Io speriamo che me la cavo,"A bureaucratic snafu sends Marco Tullio Sperelli, a portly, middle-aged northern Italian, to teach third grade in a poor town outside Naples",/b4wZkB4FNUi7SK46Tw9kxT5oW8M.jpg,NA
574,Spanking the Monkey (1994),Comedy|Drama,tt0111252,17600,Spanking the Monkey,"Bright young student Raymond Aibelli is forced to sidetrack an important medical internship because his mother, Susan, is recovering from a broken leg. When he isn't tasked with the most mundane aspects of Susan's recuperation, Raymond finds distraction in a neighborhood girl, Toni Peck. But, as Susan begins relying on her son for both physical and emotional needs, Raymond starts developing disturbing and unwanted new yearnings.",/cXgBxiPn1GBVMZX7mPsMSMjpfmt.jpg,NA
575,"Little Rascals, The (1994)",Children|Comedy,tt0110366,10897,The Little Rascals,"When nine-year-old Alfalfa falls for Darla, his ""He-Man-Woman-Hating"" friends attempt to sabotage their relationship.",/qI7PKX2JSw4yD2iQm3pyHvKir28.jpg,NA
577,Andre (1994),Adventure|Children|Drama,tt0109120,21352,Andre,"The true story of how a marine seal named Andre befriended a little girl and her family, circa 1962.",/uo5BozBpQfKXGLPUeUkwBGLG0XW.jpg,NA
579,"Escort, The (Scorta, La) (1993)",Crime|Thriller,tt0108059,68806,La scorta,"The film shows the difficulties of an honest, imperiled judge and his bodyguard of four men, trying to clean up a Sicilian town. Corrupt local politicians, working hand-in-hand with the Mafia, will stop at nothing to prevent exposure of their rackets.",/3R7E9fuuu3kftGXkNibWDejRO0K.jpg,NA
580,Princess Caraboo (1994),Drama,tt0110892,37345,Princess Caraboo,"Bristol, England, early 19th century. A beautiful young stranger who speaks a weird language is tried for the crime of begging. But when a man claims that he can translate her dialect, it is understood that the woman is a princess from a far away land. She is then welcomed by a family of haughty aristocrats that only wants to heighten their prestige. However, the local reporter is not at all convinced she is what she claims to be and investigates. Is Caraboo really a princess?",/a3Fw33tSGdO2eV8SULQigOITzH4.jpg,NA
